,cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
99,ENT1ST0001HS0092CN000010,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","Isis is an extrem of Islam and does not represent Muslims' belief and action. Indeed, most of Islam condemned the action of ISIS.",Islamophobia,crimes,facts,29.0,female,Master
100,ENT1ST0001HS0092CN000010P1,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,"Isis is an extrem of Islam and does not represent Muslims' belief and action. Indeed, most of Islam condemned the action of ISIS.",Islamophobia,crimes,facts,29.0,female,Master
101,ENT1ST0001HS0092CN000010P2,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.","Isis is an extrem of Islam and does not represent Muslims' belief and action. Indeed, most of Islam condemned the action of ISIS.",Islamophobia,crimes,facts,29.0,female,Master
102,ENT1ST0001HS0092CN000011,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",Saying that all Muslims are criminals is just wrong. They also do share British values.,Islamophobia,crimes,facts,26.0,female,Bachelor
103,ENT1ST0001HS0092CN000011P1,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,Saying that all Muslims are criminals is just wrong. They also do share British values.,Islamophobia,crimes,facts,26.0,female,Bachelor
104,ENT1ST0001HS0092CN000011P2,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.",Saying that all Muslims are criminals is just wrong. They also do share British values.,Islamophobia,crimes,facts,26.0,female,Bachelor
105,ENT1ST0001HS0092CN000012,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","I agree that ISIS is an evil aberration, but to extend this to include up to 3 million people just in the UK is just plain silly.",Islamophobia,crimes,denouncing,61.0,male,Bachelor
106,ENT1ST0001HS0092CN000012P1,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,"I agree that ISIS is an evil aberration, but to extend this to include up to 3 million people just in the UK is just plain silly.",Islamophobia,crimes,denouncing,61.0,male,Bachelor
107,ENT1ST0001HS0092CN000012P2,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.","I agree that ISIS is an evil aberration, but to extend this to include up to 3 million people just in the UK is just plain silly.",Islamophobia,crimes,denouncing,61.0,male,Bachelor
108,ENT1ST0001HS0092CN000013,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","Actually, the principle of Muslims is to love and respect everyone. This is the same as our values. If you talk to a Muslim, you will find out that they are kind and friendly people too.",Islamophobia,crimes,positive,29.0,female,Master
109,ENT1ST0001HS0092CN000013P1,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,"Actually, the principle of Muslims is to love and respect everyone. This is the same as our values. If you talk to a Muslim, you will find out that they are kind and friendly people too.",Islamophobia,crimes,positive,29.0,female,Master
110,ENT1ST0001HS0092CN000013P2,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.","Actually, the principle of Muslims is to love and respect everyone. This is the same as our values. If you talk to a Muslim, you will find out that they are kind and friendly people too.",Islamophobia,crimes,positive,29.0,female,Master
111,ENT1ST0001HS0107CN000025,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"This is just false news! Islam, Christianity and Judaism have the same beginnings and the Koran give special respect to the other two.",Islamophobia,crimes,facts,50.0,male,Bachelor
112,ENT1ST0001HS0107CN000025P1,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.","This is just false news! Islam, Christianity and Judaism have the same beginnings and the Koran give special respect to the other two.",Islamophobia,crimes,facts,50.0,male,Bachelor
113,ENT1ST0001HS0107CN000025P2,"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.","This is just false news! Islam, Christianity and Judaism have the same beginnings and the Koran give special respect to the other two.",Islamophobia,crimes,facts,50.0,male,Bachelor
114,ENT1ST0001HS0107CN000026,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"Whilst a small number of Muslims were involved in this, the vast majority stand against extremism (link to article about the Muslim anti-extremism march in Cologne)",Islamophobia,crimes,facts,21.0,female,Master
115,ENT1ST0001HS0107CN000026P1,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.","Whilst a small number of Muslims were involved in this, the vast majority stand against extremism (link to article about the Muslim anti-extremism march in Cologne)",Islamophobia,crimes,facts,21.0,female,Master
116,ENT1ST0001HS0107CN000026P2,"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.","Whilst a small number of Muslims were involved in this, the vast majority stand against extremism (link to article about the Muslim anti-extremism march in Cologne)",Islamophobia,crimes,facts,21.0,female,Master
117,ENT1ST0001HS0107CN000027,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,[find positive and up to date example of Muslim people contributing to their community.] Doesn't really look like it to me.,Islamophobia,crimes,positive,25.0,male,Some university without degree
118,ENT1ST0001HS0107CN000027P1,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.",[find positive and up to date example of Muslim people contributing to their community.] Doesn't really look like it to me.,Islamophobia,crimes,positive,25.0,male,Some university without degree
119,ENT1ST0001HS0107CN000027P2,"Image (features protesters with signs such as 'behead those who insult islam') with a caption saying 'We are labelled as islamophobic but how can we be accused of such a thing, if all they want is to murder all of us?'.",[find positive and up to date example of Muslim people contributing to their community.] Doesn't really look like it to me.,Islamophobia,crimes,positive,25.0,male,Some university without degree
